Identifier,Title,Author,Description,collection
beginningjavaee70000gonc,Beginning Java EE 7 ,G,"['xxxiv, 573 pages : 24 cm', 'Includes index']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
beginningjavapro0000vohr,Beginning java programming : the object oriented approach ,V,pages cm,"['printdisabled', 'internetarchivebooks']"
bigjavalateobjec0000hors,Big Java : late objects ,H,"['xxxiii, 1018 p. : 26 cm', '""The introductory programming course is difficult. Many students fail to succeed or have trouble in the course because they don\'t understand the material and do not practice programming sufficiently. Big Java for Everyone will provide an authoritative but accessible introduction to the fundamentals of Java Programming using a fundamentals first/late objects approach and providing extensive opportunities for programming practice""--Provided by publisher', 'Includes index', 'Machine generated contents note: 1. Introduction 1.1 Computer Programs 1.2 The Anatomy of a Computer 1.3 The Java Programming Language 1.4 Becoming Familiar with Your Programming Environment 1.5 Analyzing Your First Program 1.6 Errors 1.7 Problem Solving: Algorithm Design 2. Fundamental Data Types 2.1 Variables 2.2 Arithmetic 2.3 Input and Output 2.4 Problem Solving: First Do it By Hand 2.6 Strings 3. Decisions 3.1 The if Statement 3.2 Comparing Numbers and Strings 3.3 Multiple Alternatives 3.4 Nested Branches 3.5 Problem Solving: Flowcharts 3.6 Problem Solving: Test Cases 3.7 Boolean Variables and Operators 3.8 Application: Input Validation 4. Loops 4.1 The while Loop 4.2 Problem Solving: Hand-Tracing 4.3 The for Loop 4.4 The do Loop 4.5 Application: Processing Sentinel Values 4.6 Problem Solving: Storyboards 4.7 Common Loop Algorithms 4.8 Nested Loops 4.9 Application: Random Numbers and Simulations 5. Methods 5.1 Methods as Black Boxes 5.2 Implementing Methods 5.3 Parameter Passing 5.4 Return Values 5.5 Methods Without Return Values 5.6 Problem Solving: Reusable Methods 5.7 Problem Solving: Stepwise Refinement 5.8 Variable Scope 5.9 Recursive Methods (Optional) 6. Arrays and Array Lists 6.1 Arrays 6.2 The Enhanced for Loop 6.3 Common Array Algorithms 6.4 Using Arrays with Methods 6.5 Problem Solving: Adapting Algorithms 6.6 Problem Solving: Discovering Algorithms by Manipulating Physical Objects 6.7 Two-Dimensional Arrays 6.8 Array Lists 7. Input/Output and Exception Handling 7.1 Reading and Writing Text Files 7.2 Text Input and Output 7.3 Command Line Arguments 7.4 Exception Handling 7.5 Application: Handling Input Errors 8. Objects and Classes 8.1 Object-Oriented Programming 8.2 Implementing a Simple Class 8.3 Specifying the Public Interface of a Class 8.4 Designing the Data Representation 8.5 Implementing Instance Methods 8.6 Constructors 8.7 Testing a Class 8.8 Problem Solving: Tracing Objects 8.8 Problem Solving: Patterns for Object Data 8.10 Object References 8.11 Static Variables and Methods 9. Inheritance and Interfaces 9.1 Inheritance Hierarchies 9.2 Implementing Subclasses 9.3 Overriding Methods 9.4 Polymorphism 9.5 Object: The Cosmic Superclass 9.6 Interface Types 10. Graphical User Interfaces 10.1 Frame Windows 10.2 Events and Event Handling 10.3 Processing Text Input 10.4 Creating Drawings 11. Advanced User Interfaces 11.1 Layout Management 11.2 Choices 11.3 Menus 11.4 Exploring the Swing Documentation 11.5 Using Timer Events for Animations 11.6 Mouse Events 12. Object-Oriented Design 12.1 Classes and Their Responsibilities 12.2 Relationships Between Classes 12.3 Application: Printing an Invoice 12.4 Packages 13. Recursion 13.1 Triangle Numbers Revisited 13.2. Problem Solving: Thinking Recursively 13.3 Recursive Helper Methods 13.4 The Efficiency of Recursion 13.5 Permutations 13.6 Mutual Recursions 13.7 Backtracking 14. Sorting and Searching 14.1 Selection Sort 14.2 Profiling the Selection Sort Algorithm 14.3 Analyzing the Performance of the Selection Sort Algorithm 14.4 Merge Sort 14.5 Analyzing the Merge Sort Algorithm 14.6 Searching 14.7 Problem Solving: Estimating The Running Time Of An Algorithm 14.8 Sorting and Searching in the Java Library 15. The Java Collections Framework 15.1 An Overview of the Collections Framework 15.2 Linked Lists 15.3 Stacks, Queues, and Priority Queues 15.4 Sets 15.5 Maps 16. Basic Data Structures 16.1 Implementing Linked Lists 16.2 Implementing Array Lists 16.3 Implementing Stacks and Queues 16.4 Stack and Queue Applications 16.5 Implementing A Hash Table 17. Tree Structures 17.1 Basic Tree Concepts 17.2 Binary Trees 17.3 Binary Search Trees 17.4 Tree Traversal 17.5 Red-Black Trees 17.6 Heaps 17.7 The Heapsort Algorithm 18. Generic Classes 18.1 Generic Classes and Type Parameters 18.2 Implementing Generic Types 18.3 Generic Methods 18.4 Constraining Type Parameters 18.5 Type Erasure 19. Streams and Binary Input/Output 19.1 Readers, Writers, and Streams 19.2 Binary Input and Output 19.3 Random Access 19.4 Object Streams ===== Web chapters ========================================== 20. Multithreading (Online only) 20.1 Running Threads 20.2 Terminating Threads 20.3 Race Conditions 20.4 Synchronizing Object Access 20.5 Avoiding Deadlocks 21. Internet Networking (Online only) 21.1 The Internet Protocol 21.2 Application Level Protocols 21.3 A Client Program 21.4 A Server Program 21.5 URL Connections 22. Database Programming (Online only) 22.1 Organizing Database Information 22.2 Queries 22.3 Installing a Database 22.4 Database Programming in Java 22.5 Application: Entering An Invoice 23. XML (Online only) 23.1 XML Tags and Documents 23.2 Parsing XML Documents 23.3 Creating XML Documents 23.4 Validating XML Documents 24. Web Applications (Online only) 24.1 The Architecture of a Web Application 24.2 The Architecture of a JSF Application 24.3 JavaBeans Components 24.4 Navigation Between Pages 24.5 JSF Components 24.6 A Three-Tier Application ==== Appendices ========================================== APPENDIX A THE BASIC LATIN AND LATIN-1 SUBSETS OF UNICODE APPENDIX B JAVA OPERATOR SUMMARY APPENDIX C JAVA RESERVED WORD SUMMARY APPENDIX D THE JAVA LIBRARY APPENDIX E JAVA SYNTAX SUMMARY APPENDIX F HTML SUMMARY APPENDIX G TOOL SUMMARY APPENDIX H JAVADOC SUMMARY APPENDIX I NUMBER SYSTEMS APPENDIX J BIT AND SHIFT OPERATIONS APPENDIX K UML SUMMARY APPENDIX L JAVA LANGUAGE CODING GUIDELINES ']","['printdisabled', 'internetarchivebooks']"
boostcapplicatio0000anto,Boost C++ application development cookbook,P,"['1 online resource (348 pages)', 'Includes index', 'Table of Contents; Boost C++ Application Development Cookbook; Boost C++ Application Development Cookbook; Credits; About the Author; About the Reviewers; www.PacktPub.com; Support files, eBooks, discount offers and more; Why Subscribe?; Free Access for Packt account holders; Preface; What this book covers; What you need for this book; Who this book is for; Conventions; Reader feedback; Customer support; Downloading the example code; Errata; Piracy; Questions; 1. Starting to Write Your Application; Introduction; Getting configuration options; Getting ready; How to do it ... ; How it works ..', ""There's more ... See also; Storing any value in a container/variable; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Storing multiple chosen types in a variable/container; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Using a safer way to work with a container that stores multiple chosen types; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Returning a value or flag where there is no value; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Returning an array from a function"", ""Getting readyHow to do it ... ; How it works ... ; There's more ... ; See also; Combining multiple values into one; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Reordering the parameters of function; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Binding a value as a function parameter; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Using the C++11 move emulation; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Making a noncopyable class; Getting ready; How to do it .."", ""How it works ... See also; Making a noncopyable but movable class; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; 2. Converting Data; Introduction; Converting strings to numbers; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Converting numbers to strings; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Converting numbers to numbers; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Converting user-defined types to/from strings; How to do it ... ; How it works ... ; There's more .."", ""See alsoCasting polymorphic objects; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Parsing simple input; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Parsing input; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; 3. Managing Resources; Introduction; Managing pointers to classes that do not leave scope; Getting ready; How to do it ... ; How it works ... ; There's more ... ; See also; Reference counting of pointers to classes used across methods; Getting ready; How to do it ... ; How it works ... ; There's more .."", 'Online resource; title from PDF title page (ebrary, viewed September 24, 2013)', 'Print version record']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
buildingminecraf0000somm,Building Minecraft server modifications : discover how to program your own server plugins and augment your Minecraft server with Bukkit ,S,"['1 online resource (142 pages) :', 'Includes index', 'Description based on online resource; title from PDF title page (ebrary, viewed October 17, 2013)']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
buildyourownteam0000unse,Build your own teams of robots with Lego Mindstorms NXT and Bluetooth ,Unknown Author,"['xvii, 365 p. : 23 cm', 'Includes index', 'It takes two to tango -- Bluetooth for Mindstorms NXT : a closer look -- One fro all and all for one -- Creating a team of movers and shakers -- Bluetooth programming in NXT-G and LabVIEW -- Robot environments, teamwork strategies, and goals -- Give your team of robots Java power with leJOS -- Got Linux and Darwin on your team of robots? -- Advanced teamwork : one for all! -- Together we stand : the robot convoy -- The CSI project']","['printdisabled', 'internetarchivebooks', 'inlibrary']"
chowtoprogram0000deit_j0g8,C : how to program,D,"['xxviii, 947 pages : 24 cm', 'Includes index', 'Introduction to computers, the Internet and the Web -- Introduction to C programming -- Structured program development in C -- C program control -- C functions -- C arrays -- C pointers -- C characters and strings -- C formatted input/output -- C structures, unions, bit manipulation and enumerations -- C file processing -- C data structures -- C preprocessor -- Other C topics -- C++ as a better C: introducing object technology -- Introduction to classes, objects and strings -- Classes: a deeper look -- Operator overloading; class string -- Object-oriented programming: inheritance -- Object-oriented programming: polymorphism -- Templates -- Stream input/output -- Exception handling: a deeper look -- A. Operator precedence charts -- B. ASCII character set -- C. Number systems -- D. Game programming: solving sudoku']","['printdisabled', 'internetarchivebooks']"
distributedprogr0000shan,Distributed programming : theory and practice ,S,"['1 online resource', 'Distributed Programming: Theory and Practice presents a practical and rigorous method to develop distributed programs that correctly implement their specifications. The method also covers how to write specifications and how to use them. Numerous examples such as bounded buffers, distributed locks, message-passing services, and distributed termination detection illustrate the method. Larger examples include data transfer protocols, distributed shared memory, and TCP network sockets. Distributed Programming: Theory and Practice bridges the gap between books that focus on specific concurrent programming languages and books that focus on distributed algorithms. Programs are written in a ""real-life"" programming notation, along the lines of Java and Python with explicit instantiation of threads and programs. Students and programmers will see these as programs and not ""merely"" algorithms in pseudo-code. The programs implement interesting algorithms and solve problems that are large enough to serve as projects in programming classes and software engineering classes. Exercises and examples are included at the end of each chapter with on-line access to the solutions. Distributed Programming: Theory and Practice is designed as an advanced-level text book for students in computer science and electrical engineering. Programmers, software engineers and researchers working in this field will also find this book useful', 'Includes bibliographical references and index']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
findingsourcecod0000unse,Finding source code on the web for remix and reuse ,Unknown Author,"['xxi, 323 pages : 24 cm', ""Programmers and Practices. Unweaving Code Search Toward Remixing-Centered Programming Support / Kumiyo Nakakoji, Yasuhiro Yamamoto, Yoshiyuki Nishinaka -- Archetypal Internet-Scale Source Code Searching / Medha Umarji, Susan Elliott Sim -- A Controlled Experiment on the Process Used by Developers During Internet-Scale Code Search / Susan Elliott Sim, Megha Agarwala, Medha Umarji -- From Data Structures to Infrastructure. Artifact Representation Techniques for Large-Scale Software Search Engines / Oliver Hummel, Colin Atkinson, Marcus Schumacher -- Krugle Code Search Architecture / Ken Krugler -- Experiences and Lessons Learned with the Development of a Source Code Search Engine / Eduardo Santana de Almeida -- Infrastructure for Building Code Search Applications for Developers / Sushil Krishna Bajracharya -- Reuse: Components and Projects. Developing Software with Open Source Software Components / Claudia Ayala, Xavier Franch, Reidar Conradi, Jingyue Li, Daniela Cruzes -- Open Source Reuse and Strategic Imperatives / Rahul De', Ravi A. Rao -- Applying Program Analysis to Code Retrieval / Joel Ossher, Cristina Lopes -- Test-Driven Reuse: Key to Improving Precision of Search Engines for Software Reuse / Oliver Hummel, Werner Janjic -- Remix: Snippets and Answers. Software Problems That Motivate Web Searches / Rosalva E. Gallardo-Valencia, Susan Elliott Sim -- Novel and Applied Algorithms in a Search Engine for Java Code Snippets / Phitchayaphong Tantikul, C. Albert Thompson, Rosalva E. Gallardo-Valencia -- Facilitating Crowd Sourced Software Engineering via Stack Overflow / Ohad Barzilay, Christoph Treude, Alexey Zagalsky -- Looking Ahead. Intellectual Property Law in Source Code Reuse and Remix / Susan Elliott Sim, Erik B. Stenberg -- Richie Boss: Private Investigator Manager / Micah Joel -- Introduction: Remixing Snippets and Reusing Components / Susan Elliott Sim"", 'Includes bibliographical references']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
giantsofcomputin0000oreg,"Giants of computing : a compendium of select, pivotal pioneers ",O,"['xxi, 306 pages : 25 cm', 'It has been upon the shoulders of giants that the modern world has been forged. This accessible compendium presents an insight into the great minds responsible for the technology which has transformed our lives. Each pioneer is introduced with a brief biography, followed by a concise account of their key contributions to their discipline. The selection covers a broad spread of historical and contemporary figures from theoreticians to entrepreneurs, highlighting the richness of the field of computing. Presents a selection of computer entrepreneurs. Suitable for the general reader, this concise and easy-to-read reference will be of interest to anyone curious about the inspiring men and women who have shaped the field of computer science.""--Back cover', 'Includes bibliographical references (pages 299-302) and index', ""1. Background -- Digital computers -- Hardware and software -- Giants of computing -- 2. Howard Aiken -- Harvard Mark I -- 3. Gene Amdahl -- Amdahl Corporation -- Amdahl's Law -- 4. Archimedes -- 5. John Atanasoff -- Controversy (Mauchly and Atanasoff) -- 6. Charles Babbage -- Difference engine -- Finite differences -- Analytic engine -- 7. John Backus -- FORTRAN -- Backus-Naur Form -- 8. Gordon Bell -- Bell's Law of Computer Classes -- PDP and VAX series of minicomputers -- Computer History Museum -- 9. Tim Berners-Lee -- Applications of the World Wide Web -- 10. Dines Bj©ırner -- Formal methods -- Vienna Development Method -- RAISE -- 11. George Boole -- Modern Boolean Algebra -- Switching circuits and Boolean Algebra -- 12. Fred Brooks -- Mythical Man-month -- No silver bullet -- 13. Vannevar Bush -- The differential analyzer -- Bush's influence on scientific research -- The Memex -- 14. Vint Cerf -- TCP/IP -- 15. Alonzo Church -- Lambda calculus -- Decidability -- Computability -- 16. Noam Chomsky -- Chomsky hierarchy -- Computational linguistics -- 17. Edgar Codd -- The relational model -- Structured Query Language (SQL) -- 18. Rene Descartes -- Cartesian Dualism and AI -- Cartesian Geometry -- 19. Tom DeMarco -- Structured analysis and data flow diagrams -- Management and organization development -- 20. Edsger Dijkstra -- Calculus of weakest preconditions -- 21. George Devol -- Robotics -- 22. Larry Ellison -- Oracle Corporation -- Oracle database -- 23. Don Estridge -- IBM personal PC -- 24. Michael Fagan -- Fagan inspection process -- 25. Tommy Flowers -- Colossus -- Vernam cipher -- 26. Robert Floyd -- 27. Bill Gates -- Microsoft -- Microsoft Windows and Apple GUI -- The browser wars -- Bill and Melinda Gates Foundation -- 28. James Gosling -- Java -- Java programming language -- Java virtual machine -- 29. C.A.R Hoare -- Hoare logic -- Axiomatic definition of programming languages -- Communicating sequential processes -- 30. Heman Hollerith"", ""31. Watts Humphrey -- Software process improvement -- Capability Maturity Model Integrated (CMMI) -- PSP and TSP -- 32. Kenneth Iverson -- Turing Award (notation as a tool of thought) -- APL -- 33. Ivar Jacobson -- Specification and Description Language (SDL) -- Object-Oriented Software Engineering (OOSE) -- Unified modeling language -- Rational unified process -- 34. Steve Jobs -- Apple computers -- NeXT and Pixar -- Apple (return of Jobs) -- 35. Gary Kildall -- Licensing CP/M to IBM -- Computer chronicles -- 36. Donald Knuth -- Art of computer programming -- TeX -- 37. Gottfried Wilhelm Leibniz -- Step reckoner calculating machine -- Binary numbers -- Differential and integral calculus -- Philosophy -- 38. Ada Lovelace -- Applications of analytic engine -- 39. John McCarthy -- Artificial intelligence -- 40. John Mauchly -- ENIAC -- EDVAC -- Controversy : ABC and ENIAC -- 41. Marvin Minsky -- Artificial intelligence -- 42. Gordon Moore -- Intel -- Moore's Law -- 43. Grace Murray Hopper -- COBOL -- 44. John von Neumann -- von Neumann architecture -- 45. Ken Olsen -- Digital Equipment Corporation -- 46. David Parnas -- Tabular expressions -- Classical engineering education"", ""47. Dennis Ritchie -- C Programming Language -- UNIX -- 48. Dana Scott -- Automata Theory -- Scott-Strachey approach -- Domain Theory -- 49. John Searle -- Searle's Chinese room -- Strong AI -- Weak AI -- The Thought Experiment -- 50. Claude Shannon -- Boolean Algebra and switching circuits -- Information Theory -- Cryptography -- 51. William Shockley -- Invention of transistor -- Shockley Semiconductor Laboratory -- 52. Richard Stallman -- Free Software Foundation -- GNU -- 53. Bjarne Stroustrup -- C++ Programming Language -- Object-oriented languages -- 54. Alan Turing -- Turing machines and computability -- Bletchley Park -- National Physical Laboratory -- Turing test in AI -- 55. Thomas Watson Sr. -- Thomas Watson Jr. -- 56. Joseph Weizenbaum -- Eliza -- Ethics of Artificial Intelligence -- 57. Frederick Williams -- William Tube -- Manchester Baby -- Manchester Mark I -- Ferranti Mark I -- 58. Niklaus Wirth -- Pascal Programming Language -- Program development by Stepwise Refinement -- 59. Ed Yourdon -- Yourdon Structured Method -- 60. Konrad Zuse -- Zuse's machines -- Zuse and Plankalkul -- 61. Epilogue -- Quo vadimus? -- Glossary""]","['inlibrary', 'printdisabled', 'internetarchivebooks']"
grails2quickstar0000klei,Grails 2 : a quick-start guide ,K,"['1 online resource (1 volume) :', ""Grails is a full-stack web development framework that enables you to build complete web applications in a fraction of the time and with less code than other frameworks. Grails uses the principle of convention over configuration and the dynamic Groovy programming language. This revised and updated new edition shows you how to use Grails by iteratively building a unique, working application. By the time you're done, you'll have built and deployed a real, functioning website. Using this hands-on, pragmatic approach, you'll explore topics such as Ajax in Grails, custom tags, and plugins. You'll dig into Grails' powerful view technology, Groovy Server Pages, and see how you can easily leverage the help offered by scaffolding to create custom user interfaces faster than you would have thought possible. Along the way, you'll learn about domain classes, controllers, and GSP views. And you'll see how Grails enables you to use powerful frameworks such as Spring and Hibernate. With Grails, you can get a lot done with little effort. With this book, you'll get a lot done as well. Get started with Grails today. What You Need:Grails 2 will run on any machine that supports Java. Grails applications can be deployed on any Java Servlet container, including Tomcat, Jetty, WebLogic, JBoss, and Websphere"", 'Online resource; title from title page (Safari, viewed Oct. 15, 2014)', ""Place of publication from publisher's Web site"", 'Includes bibliographical references']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
introducingjavae0000june,Introducing Java EE 7 : a look at what's new ,J,"['xxiii, 214 pages : 24 cm', 'Includes index', '""Get up and running quickly with the new Java enterprise edition 7""--Cover']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
introductiontoco00unse,Introduction to compiler construction in a Java world,C,"['1 online resource (xxv, 349 pages) :', 'Print version record', 'Includes bibliographical references (pages 345-349)', 'Compilation; Compilers; Why Should We Study Compilers?; How Does a Compiler Work? The Phases of Compilation; An Overview of the j -- to JVM Compiler; The j -- Compiler Source Tree; The Organization of This Book Lexical Analysis; Introduction; Scanning Tokens; Regular Expressions; Finite State Automata; Nondeterministic Finite-State Automata (NFA) vs. Deterministic Finite-State Automata (DFA); Regular Expressions to NFA; NFA to DFA; A Minimal DFA; JavaCC: A Tool for Generating Scanners Parsing; Introduction; Context-Free Grammars and Languages; Top-down Deterministic Parsing; Bottom-up Deterministic Parsing; Parser Generation Using JavaCC Type Checking; Introduction; The j -- Types; j -- Symbol Tables; Pre-Analysis of j -- Programs; Analysis of j', 'Programs; The Visitor Pattern and the AST Traversal Mechanism; Programming Language Design and Symbol Table Structure; Attribute Grammars JVM Code Generation; Introduction; Generating Code for Classes and Their Members; Generating Code for Control and Logical Expressions; Generating Code for Message Expressions', 'Field Selection and Array Expressions; Generating Code for Assignment and Similar Operations; Generating Code for String Concatenation; Generating Code for Casts Translating JVM Code to MIPS Code; Introduction; SPIM and the MIPS Architecture; Our Translator Register Allocation; Introduction; Naïve Register Allocation; Local Register Allocation; Global Register Allocation Celebrity Compilers; Introduction; The Java HotSpot Compiler; The Eclipse Compiler for Java (ECJ); The GNU Java Compiler (GCJ); Microsoft C# Compiler for .NET Framework Appendix A: Setting Up and Running j -- ; Appendix B: The j', 'Language; Appendix C: Java Syntax; Appendix D: The JVM, Class Files and the CLEmitter; Appendix E: MIPS and the SPIM Simulator Bibliography Index Further Readings and Exercises appear at the end of each chapter']","['printdisabled', 'booksforukraine', 'americana']"
introductiontopr0000dean_n1c0,Introduction to Programming with Java: A Problem Solving Approach,D,No Description Available,"['inlibrary', 'printdisabled', 'internetarchivebooks']"
javase7programmi0000erne,Java SE 7 programming essentials ,E,"['xxii, 314 p. : col. ill. ; 24 cm', 'Full-color guide gives a solid foundation in the fundamentals of Java SE 7 . Also prepares you for the Oracle: OCA: Java SE 7 Programmer certification exam (1Z0-803), covering all topics you need to know for exam--', '""Sybex""--Cover', '""Exam 1Z0-803""--Cover', 'Includes index', 'Introducing the basics of Java -- Applying data types in Java programming -- Using Java operators and conditional logic -- Using Java arrays -- Using loops in Java code -- Encapsulating data and exposing methods in Java -- Using Java methods to communicate -- Using Java constructors -- Inheriting code and data in Java -- Understanding Java interfaces and abstract classes -- Throwing and catching exceptions in Java -- Appendix A: Answers to review questions -- Appendix B: OCA Certification Program']","['printdisabled', 'internetarchivebooks']"
jmonkeyengine30b0000kust,"JMonkeyEngine 3.0 beginner's guide : develop professional 3D games for desktop, web, and mobile, all in the familiar Java programming language ",K,"['1 online resource (vi, 334 pages) :', 'With plenty of practical examples, screenshots and example code, create a complete game step by step. Learn by doing. Less theory, more results, If you have an inventive mind, are experienced in Java, enjoy looking through the smoke and mirrors of VFX and the world of game mechanics then this book is for you', '""Learn by doing: less theory, more results""--Cover', 'Includes index', 'Cover; Copyright; Credits; About the Author; About the Reviewers; www.PacktPub.com; Table of Contents; Preface; Chapter 1: Installing jMonkeyEngine; Installation requirements for game developers; Time for action -- installing the jMonkeyEngine SDK; jMonkeyEngine SDK at your service; Can I work in other Java IDEs?; Time for action -- running a demo; Time for action -- creating a project; Assets and the art pipeline; Time for action -- distributing a game; Can I sell my jMonkeyEngine game?; Summary; Chapter 2: Creating Your First 3D Scene; A basic template to initialize scenes', 'Time for action -- initializing a scene step by stepStarting and stopping the application; Time for action -- starting the application; Orient yourself in 3D space; Time for action -- finding the spot; And how do I say that in Java?; Time for action -- position it!; Time for action -- scale it!; Time for action -- rotate it!; Time for action -- rotate it again, Sam; Where am I?; Time for action -- navigating the scene; Populating the scene; Time for action -- node versus geometry; Extending SimpleApplication; Make a big scene; Time for action -- configuring display settings; Keeping an eye on your FPS', 'Time for action -- checking vital statsNavigating the scene with a mouse and a keyboard; Time for action -- move it!; Summary; Chapter 3: Interacting with the User; The digital Dungeon Master; Time for action -- from input to output in slow motion; Time for action -- pushing the right buttons; Time for action -- trigger meets mapping; Time for action -- mapping meets listeners; Time for action -- listeners meet actions; Click me if you can; Time for action -- pick a brick (using crosshairs); Time for action -- pick a brick (crosshairs with ray casting)', 'Time for action -- pick a brick (using the mouse pointer)Time for action -- pick a brick (pointer with ray casting); How to steer spatials; Time for action -- you are the CubeChaser; Time for action -- chase all the cubes!; Time for action -- get these cubes under control; Time for action -- get into the right AppState of mind; Time for action -- call me maybe?; Coordinating global game mechanics; The beauty of AppStates and controls; Summary; Chapter 4: Adding Character to Your Game; Making a Mesh; Time for action -- meshing around with cubes; Time for action -- meshing around with spheres', ""From mesh to geometryBeg, steal, or borrow; The right wrench to pound in the screw; Time for action -- installing the Blender-to-Ogre3D plugin; Time for action -- sculpting the mesh; Time for action -- coloring the mesh; Time for action -- a model for to go, please; Time for action -- loading a model (just testing); Time for action -- loading a model (for real); Managing assets -- best practices; Time for action -- sorting your stuff out; Time for action -- saving and loading .j3o's; Animating a model; Time for action -- rig, skin, and animate; Time for action -- loading an animated model"", 'Time for action -- playing an animated model']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
jumpstartjavascr0000pehl,Jump start JavaScript,P,"['1 online resource', ""Get a Jump Start on JavaScript today! JavaScript is a key technology in modern web development, enabling you to craft interactive, usable and engaging experiences for your users. In just one weekend with this SitePoint book, you'll learn how to: Use JavaScript to solve real world problems: build forms, track user events and craft animations Use JavaScript with HTML5 and CSS3 Build an entire JavaScript-powered application from scratch: a task management application Plus you'll discover how to use modern techniques such as Canvas and Ajax""]","['inlibrary', 'printdisabled', 'internetarchivebooks']"
learning-java-script,Learning Java Script,A,"<div><b>Learning Javascript</b>. <i>A hands on guide to the fundamental of modern Javascript. </i>Tim Wright. 2013.</div><div><br /></div><div>1. progressive enhancement</div><div>2. Javascript in the browser</div><div>3. Javascript terminology</div><div>4. accessing the DOM</div><div>5. storing data in Javascript</div><div>6. variables, functions, and loops</div><div>7. interacting with the user </div><div>8. communicating with the server</div><div>9. code organization</div><div>10. making Javascript easier with libraries</div><div>11. HTML5 Javascript APIs</div><div>12. moving forward with Javascript</div><div><br /></div><div>sha256: beec393635d9831e51e28bc3967f2e938adc3d681ec1e268f3c798a6cf49e012</div>",opensource
logicprogramming0000bram,Logic programming with Prolog ,B,"['1 online resource (xiv, 253 pages) :', ""Logic Programming is the name given to a distinctive style of programming, very different from that of conventional programming languages such as C++ and Java. By far the most widely used Logic Programming language is Prolog. Prolog is a good choice for developing complex applications, especially in the field of Artificial Intelligence. Logic Programming with Prolog does not assume that the reader is an experienced programmer or has a background in Mathematics, Logic or Artificial Intelligence. It starts from scratch and aims to arrive at the point where quite powerful programs can be written in the language. It is intended both as a textbook for an introductory course and as a self-study book. On completion readers will know enough to use Prolog in their own research or practical projects. Each chapter has self-assessment exercises so that readers may check their own progress. A glossary of the technical terms used completes the book. This second edition has been revised to be fully compatible with SWI-Prolog, a popular multi-platform public domain implementation of the language. Additional chapters have been added covering the use of Prolog to analyse English sentences and to illustrate how Prolog can be used to implement applications of an 'Artificial Intelligence' kind"", 'Includes index', 'Print version record']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
m250objectorient0000na,M250 Object-oriented Java Programming Units 1-5 - Getting Started With Objects,n,No Description Available,"['inlibrary', 'printdisabled', 'internetarchivebooks']"
m250objectorient0000na_c8t4,M250 Object-oriented Java Programming Units 9-12 - Collections and File I/O,n,No Description Available,"['inlibrary', 'printdisabled', 'internetarchivebooks']"
oracleadf11gr2de0000kris,Oracle ADF 11gR2 development beginner's guide,K,"['1 online resource (1 volume) :', 'Includes index', 'Online resource; title from title page (Safari, viewed Aug. 6, 2013)']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
programminggrail0000beck,Programming Grails ,B,"['xv, 344 pages : 24 cm', ""Dig deeper into Grails architecture and discover how this application framework works its magic. Written by a core developer on the Grails team, this practical guide takes you behind the curtain to reveal the inner workings of its 2.0 feature set. You'll learn best practices for building and deploying Grails applications, including performance, security, scaling, tuning, debugging, and monitoring. Understand how Grails integrates with Groovy, Spring, Hibernate, and other JVM technologies, and learn how to create and use plugins to augment your application's functionality. Once you know how Grails adds behavior by convention, you can solve problems more easily and develop applications more intuitively"", 'Includes index', '""Best practices for experienced Grails developers""--Cover', 'Introduction to Groovy -- Grails internals -- Persistence -- Spring -- Hibernate -- Integration -- Configuration -- Plugins -- Security -- The cloud -- AOP -- Upgrading applications and plugins']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
slick2dgamedevel0000bevi,Slick2D game development,B,"['1 online resource', 'A simple guide, packed with tutorials that ease you into learning about the Slick game workflow and Slick game library. If you are a game programmer who would like to expand on your skills and become a game developer, this book is ideal for you. No previous knowledge of Slick 2D or any other Java game library is required. This book assumes that you have basic Java syntax and object oriented programming knowledge', 'Print version record']","['inlibrary', 'printdisabled', 'internetarchivebooks']"
